Rey,u_mean,du/dy,TKE*,u_rms,v_rms,w_rms,uv
10772.4267,0.99852874,0.048262641,0.001643405,0.001489662,0.000899267,0.000897881,0.000136929
10913.00946,0.999061656,0.038616261,0.001625454,0.00146677,0.000894522,0.000889616,0.000109875
11053.70698,0.999474516,0.028781584,0.001611165,0.001448296,0.000890836,0.000883198,8.26E-05
11194.51927,0.999767748,0.018998986,0.00160075,0.001434522,0.000888209,0.000878769,5.52E-05
11335.33155,0.999941639,0.009445707,0.001594427,0.001425972,0.000886642,0.00087624,2.76E-05
11476.14384,1,0,0.001592325,0.001423099,0.000886122,0.000875429,0
0,0,25.7727476,5.00E-37,3.31E-37,0,6.69E-37,0
0.056611611,0.000128369,25.77261976,1.91E-09,2.70E-09,1.68E-17,1.12E-09,4.33E-14
0.283054126,0.000641828,25.77210837,4.77E-08,6.74E-08,1.04E-14,2.79E-08,5.42E-12
0.792535041,0.001797042,25.77095663,3.73E-07,5.28E-07,6.37E-13,2.17E-07,1.19E-10
1.698242202,0.003850543,25.76889947,1.71E-06,2.42E-06,1.33E-11,9.87E-07,1.18E-09
3.113335938,0.007058642,25.76563459,5.70E-06,8.13E-06,1.47E-10,3.26E-06,7.30E-09
5.150941206,0.011677281,25.76073792,1.55E-05,2.22E-05,1.07E-09,8.72E-06,3.33E-08
7.924139737,0.017961816,25.75346139,3.62E-05,5.25E-05,5.75E-09,2.00E-05,1.23E-07
11.48935057,0.026038358,25.74250327,7.52E-05,0.000110033,2.42E-08,4.04E-05,3.79E-07
15.84632613,0.03590327,25.72552386,0.000140932,0.000208685,8.23E-08,7.31E-05,1.01E-06
20.99476387,0.047550343,25.69835773,0.000243244,0.000365069,2.36E-07,0.000121183,2.37E-06
26.93430627,0.06096876,25.65424786,0.000392938,0.00059837,5.89E-07,0.000186917,5.08E-06
33.6645409,0.076139825,25.58308959,0.000601324,0.000929693,1.31E-06,0.000271643,1.00E-05
41.18500039,0.093032223,25.47090143,0.000879541,0.001380822,2.66E-06,0.000375601,1.84E-05
49.49516253,0.111595814,25.2998209,0.001237512,0.001972131,4.97E-06,0.00049792,3.18E-05
58.59445024,0.131754375,25.04892486,0.001682499,0.002719559,8.69E-06,0.000636746,5.20E-05
68.48223166,0.153398268,24.69603917,0.002217408,0.003630981,1.43E-05,0.000789499,8.11E-05
79.15782019,0.176378493,24.22043138,0.002839176,0.00470269,2.25E-05,0.00095319,0.000120852
90.6204745,0.200503758,23.60595761,0.003537754,0.005917038,3.37E-05,0.00112476,0.000172635
102.8693986,0.225541958,22.8440031,0.004296107,0.007242187,4.87E-05,0.001301371,0.000237236
115.9037419,0.25122669,21.93552837,0.005091436,0.008634383,6.79E-05,0.001480602,0.00031457
129.7225994,0.277268447,20.89173298,0.005897453,0.010042446,9.19E-05,0.00166053,0.00040365
144.3250114,0.303369141,19.73319451,0.006687221,0.011413499,0.000121238,0.001839706,0.000502664
159.7099639,0.329237946,18.48770152,0.00743594,0.012698666,0.00015617,0.002017043,0.000609169
175.8763885,0.354606273,17.18726237,0.008123145,0.013857624,0.000196984,0.002191683,0.000720347
192.8231628,0.379239999,15.86488084,0.008734002,0.01486132,0.00024382,0.002362864,0.000833295
210.5491098,0.402947715,14.55164501,0.009259637,0.015692762,0.000296693,0.002529819,0.000945279
229.0529986,0.425584564,13.27451763,0.009696698,0.016346176,0.000355489,0.002691731,0.001053929
248.3335445,0.447051989,12.05500682,0.010046405,0.016825117,0.000419962,0.002847731,0.001157354
268.3894084,0.467294209,10.90869625,0.010313396,0.017140123,0.000489737,0.002996932,0.001254187
289.2191976,0.486292526,9.84547211,0.010504582,0.017306359,0.000564322,0.003138484,0.001343557
310.8214659,0.504058537,8.870220367,0.010628157,0.017341562,0.000643124,0.003271628,0.001425038
333.194713,0.520627137,7.983769956,0.010692813,0.017264419,0.000725471,0.003395736,0.001498556
356.3373854,0.536049996,7.183893041,0.010707186,0.017093392,0.000810631,0.003510349,0.001564312
380.247876,0.550389856,6.466232724,0.010679499,0.016845966,0.000897842,0.003615189,0.00162269
404.9245245,0.563715847,5.825104429,0.010617355,0.016538201,0.000986332,0.003710178,0.001674197
430.3656172,0.576099853,5.254157829,0.010527634,0.016184503,0.001075338,0.003795427,0.001719395
456.5693876,0.587613908,4.746876711,0.010416442,0.015797526,0.001164134,0.003871224,0.001758862
483.534016,0.598328422,4.296897282,0.010289099,0.015388164,0.001252038,0.003937996,0.00179316
511.25763,0.60831101,3.898180819,0.010150159,0.014965617,0.001338432,0.003996269,0.001822825
539.7383044,0.617625728,3.54510713,0.010003453,0.014537511,0.001422766,0.004046628,0.001848347
568.9740616,0.62633263,3.232529741,0.009852145,0.014110047,0.001504566,0.004089678,0.001870173
598.9628713,0.63448758,2.955798606,0.009698796,0.013688152,0.001583432,0.004126007,0.001888702
629.7026511,0.642142251,2.710745134,0.009545428,0.013275654,0.001659036,0.004156165,0.001904285
661.1912665,0.64934421,2.493640507,0.009393624,0.01287548,0.001731117,0.004180652,0.001917235
693.4265307,0.656137011,2.301143164,0.009244619,0.012489834,0.001799474,0.004199931,0.001927838
726.4062055,0.662560341,2.130291342,0.009099338,0.012120274,0.001863957,0.004214445,0.001936351
760.1280006,0.668650323,1.978514583,0.008958409,0.011767743,0.001924471,0.004224604,0.001943001
794.5895744,0.674439893,1.843581828,0.008822202,0.011432658,0.001980972,0.004230775,0.001947988
829.7885338,0.679959093,1.7235312,0.008690865,0.011115009,0.00203346,0.004233261,0.001951488
865.7224347,0.685235267,1.616610895,0.008564417,0.010814537,0.00208198,0.004232318,0.001953658
902.3887817,0.690293173,1.521241225,0.008442868,0.010530914,0.002126609,0.004228212,0.001954642
939.7850286,0.695155075,1.435998147,0.008326205,0.010263746,0.002167447,0.004221217,0.001954569
977.9085788,0.699840853,1.359608366,0.008214346,0.010012512,0.00220461,0.004211571,0.001953554
1016.756785,0.704368162,1.290948572,0.008107155,0.009776595,0.002238231,0.004199484,0.001951713
1056.326949,0.70875265,1.229058636,0.008004481,0.009555341,0.002268452,0.004185169,0.001949152
1096.616323,0.713008304,1.17315614,0.007906153,0.009348055,0.002295424,0.004168827,0.001945967
1137.622111,0.717147775,1.122577629,0.007811961,0.009153974,0.002319305,0.004150642,0.001942227
1179.341463,0.721182501,1.076722386,0.007721655,0.008972248,0.002340252,0.004130812,0.001937975
1221.771484,0.725122748,1.035030993,0.007634969,0.008801973,0.002358424,0.004109541,0.001933226
1264.909226,0.728977519,0.996940439,0.00755162,0.008642246,0.00237398,0.004087013,0.001927994
1308.751695,0.732754421,0.961912718,0.007471318,0.00849221,0.002387086,0.00406334,0.001922305
1353.295845,0.736459815,0.929537055,0.007393795,0.008351077,0.002397908,0.004038605,0.001916201
1398.538584,0.740099286,0.899547373,0.007318825,0.008218136,0.002406621,0.004012893,0.001909729
1444.476771,0.743677937,0.871708271,0.007246209,0.008092707,0.002413394,0.003986317,0.001902928
1491.107214,0.747200297,0.84577266,0.007175758,0.007974131,0.002418391,0.003958993,0.001895835
1538.426676,0.750670346,0.821540713,0.007107283,0.007861785,0.00242176,0.003931021,0.001888472
1586.431871,0.754091639,0.798842062,0.007040637,0.007755142,0.002423635,0.003902497,0.001880848
1635.119465,0.757467397,0.777555146,0.006975735,0.007653783,0.002424134,0.003873552,0.001872963
1684.486079,0.760800691,0.757585474,0.006912493,0.007557321,0.002423363,0.003844303,0.001864816
1734.528282,0.764094319,0.738783964,0.00685081,0.007465367,0.002421417,0.003814836,0.001856423
1785.242602,0.767350625,0.72100782,0.006790565,0.007377479,0.002418393,0.003785258,0.001847802
1836.625515,0.770571702,0.704200009,0.006731622,0.007293225,0.002414386,0.003755634,0.001838969
1888.673454,0.773759692,0.688342906,0.006673854,0.007212291,0.002409487,0.003725929,0.001829941
1941.382805,0.776916794,0.673394509,0.006617167,0.007134452,0.002403778,0.003696104,0.001820744
1994.749907,0.780045085,0.659268371,0.006561471,0.007059452,0.002397329,0.003666162,0.001811396
2048.771055,0.783146276,0.645831812,0.006506655,0.006986998,0.002390201,0.003636112,0.001801905
2103.442497,0.78622155,0.632949789,0.006452603,0.00691682,0.002382444,0.003605942,0.001792269
2158.760437,0.789271685,0.620549797,0.006399222,0.006848658,0.002374112,0.003575674,0.001782469
2214.721033,0.792297291,0.608576496,0.006346469,0.006782288,0.002365257,0.003545392,0.001772484
2271.3204,0.795298675,0.596934598,0.006294348,0.006717555,0.002355924,0.003515217,0.001762315
2328.554608,0.798275816,0.585575241,0.00624282,0.0066543,0.002346152,0.003485188,0.001751981
2386.419681,0.801228679,0.574509369,0.0061918,0.006592353,0.002335981,0.003455266,0.001741494
2444.911602,0.804157446,0.563788813,0.006141262,0.006531578,0.002325451,0.003425494,0.001730857
2504.02631,0.807062611,0.553438472,0.006091228,0.006471879,0.002314586,0.003395991,0.001720068
2563.759698,0.809944721,0.543444078,0.006041667,0.006413132,0.0023034,0.003366801,0.001709131
2624.107619,0.81280441,0.533826677,0.005992462,0.006355139,0.0022919,0.003337885,0.001698032
2685.065883,0.81564245,0.524577976,0.005943504,0.00629771,0.002280085,0.003309212,0.001686752
2746.630256,0.818459492,0.515643929,0.005894743,0.006240743,0.002267952,0.003280792,0.001675282
2808.796464,0.821255977,0.506987598,0.005846129,0.006184173,0.0022555,0.003252584,0.001663631
2871.560189,0.824032279,0.498594715,0.005797532,0.006127855,0.002242747,0.003224463,0.001651823
2934.917074,0.82678867,0.490420097,0.00574882,0.006071574,0.002229728,0.003196338,0.001639887
2998.862718,0.82952526,0.482457862,0.005699949,0.006015205,0.002216473,0.00316822,0.001627832
3063.392682,0.832242422,0.474778371,0.005650959,0.005958742,0.002202997,0.003140179,0.001615645
3128.502483,0.834940925,0.467418477,0.005601941,0.005902299,0.002189299,0.003112284,0.001603304
3194.187602,0.837621599,0.460346579,0.005553011,0.005846093,0.002175376,0.003084553,0.001590807
3260.443476,0.840285061,0.453516105,0.005504245,0.005790318,0.00216123,0.003056942,0.001578164
3327.265505,0.842931793,0.44691022,0.005455652,0.005735019,0.002146871,0.003029414,0.001565375
3394.649049,0.845562205,0.440499192,0.005407208,0.005680151,0.002132302,0.003001962,0.001552436
3462.589428,0.84817649,0.434234452,0.005358852,0.005625617,0.002117523,0.002974563,0.001539351
3531.081925,0.850774651,0.428097053,0.005310494,0.005571221,0.002102542,0.002947224,0.001526137
3600.121784,0.853356718,0.422100601,0.005262079,0.005516741,0.002087382,0.002920036,0.00151282
3669.70421,0.855922762,0.416224596,0.005213588,0.005462068,0.002072067,0.002893041,0.001499415
3739.824371,0.858472648,0.410430866,0.005165031,0.005407262,0.002056612,0.002866189,0.001485925
3810.477399,0.861006149,0.404720026,0.005116451,0.005352444,0.002041025,0.002839432,0.001472343
3881.658386,0.86352314,0.399122121,0.005067867,0.005297688,0.002025316,0.002812729,0.001458666
3953.362391,0.86602392,0.393737791,0.005019248,0.005242973,0.00200949,0.002786033,0.00144488
4025.584434,0.868509431,0.388624011,0.004970582,0.005188282,0.001993541,0.002759341,0.001430951
4098.3195,0.870980484,0.38367508,0.004921905,0.005133695,0.001977467,0.002732649,0.001416855
4171.562538,0.873437057,0.378759132,0.004873213,0.005079262,0.001961273,0.00270589,0.001402598
4245.308462,0.875878602,0.373845377,0.004824478,0.005024971,0.00194497,0.002679015,0.001388194
4319.552151,0.87830455,0.368932202,0.004775728,0.00497083,0.001928566,0.002652058,0.001373657
4394.288449,0.88071412,0.3639576,0.004726946,0.004916784,0.001912079,0.002625029,0.001359022
4469.512167,0.883106279,0.358940237,0.004678078,0.004862736,0.001895532,0.002597889,0.001344337
4545.218082,0.88548063,0.354033078,0.004629061,0.004808595,0.001878949,0.002570579,0.001329619
4621.400936,0.887837766,0.349348849,0.004579854,0.004754274,0.001862351,0.002543083,0.001314838
4698.055438,0.890178687,0.344889179,0.004530526,0.004699768,0.001845743,0.002515541,0.001299945
4775.176267,0.892504143,0.340575361,0.004481244,0.004645208,0.001829109,0.002488171,0.00128491
4852.758066,0.894814288,0.336321106,0.004432109,0.004590753,0.001812426,0.002461038,0.001269745
4930.795448,0.897108948,0.332118371,0.00438308,0.004536495,0.001795676,0.002433989,0.001254473
5009.282995,0.899388115,0.328003485,0.004334089,0.004482467,0.001778842,0.002406869,0.001239106
5088.215256,0.901651886,0.323956714,0.00428509,0.004428681,0.001761917,0.002379582,0.001223664
5167.586749,0.90390012,0.319945031,0.004236036,0.004375104,0.001744913,0.002352056,0.001208169
5247.391965,0.906132631,0.315981865,0.004186885,0.004321626,0.001727859,0.002324285,0.001192621
5327.625359,0.908349332,0.312069779,0.0041376,0.004268122,0.001710787,0.002296291,0.001177017
5408.281362,0.910550086,0.308193342,0.004088153,0.004214503,0.001693723,0.00226808,0.001161351
5489.354373,0.9127346,0.304317381,0.004038549,0.004160756,0.001676676,0.002239666,0.001145626
5570.83876,0.91490228,0.300403176,0.003988829,0.004106918,0.001659637,0.002211103,0.001129846
5652.728867,0.917052508,0.296490749,0.003939027,0.004053049,0.001642594,0.00218241,0.001114009
5735.019007,0.91918518,0.292661754,0.003889136,0.003999153,0.001625542,0.002153578,0.001098108
5817.703465,0.921300588,0.288930183,0.003839112,0.003945143,0.001608485,0.002124596,0.001082137
5900.7765,0.923398904,0.285258347,0.003788937,0.003890957,0.001591435,0.002095483,0.001066086
5984.232343,0.925480095,0.28163277,0.003738657,0.003836624,0.001574397,0.002066294,0.001049954
6068.065199,0.927544142,0.27806172,0.00368829,0.003782115,0.001557368,0.002037098,0.001033747
6152.269246,0.929591089,0.274547701,0.003637806,0.003727341,0.001540351,0.00200792,0.001017463
6236.838638,0.931620915,0.271064539,0.003587205,0.003672308,0.001523345,0.001978757,0.001001087
6321.767501,0.933633264,0.26754892,0.003536519,0.003617077,0.001506344,0.001949617,0.000984618
6407.049938,0.935627333,0.26395703,0.003485805,0.003561773,0.001489349,0.001920489,0.000968069
6492.680028,0.937602259,0.260321262,0.003435153,0.003506563,0.001472368,0.001891375,0.000951458
6578.651823,0.939557652,0.256719683,0.00338464,0.003451531,0.001455417,0.001862331,0.000934788
6664.959354,0.941493578,0.253181593,0.003334278,0.003396638,0.001438512,0.001833406,0.00091805
6751.596628,0.94341013,0.249693815,0.003284055,0.003341853,0.001421666,0.00180459,0.000901229
6838.557629,0.945307334,0.246250593,0.003233984,0.003287195,0.001404895,0.001775879,0.000884317
6925.836317,0.947185127,0.242824631,0.00318409,0.00323268,0.001388219,0.00174728,0.000867315
7013.426632,0.949043068,0.239344727,0.003134412,0.003178341,0.001371656,0.001718826,0.000850236
7101.322492,0.950880185,0.235762676,0.003085007,0.003124256,0.001355226,0.001690532,0.000833089
7189.517794,0.952695506,0.232129188,0.003035941,0.003070496,0.001338945,0.001662441,0.000815871
7278.006412,0.954488672,0.228530241,0.002987266,0.003017102,0.001322828,0.001634602,0.000798564
7366.782202,0.956259738,0.224973202,0.002938997,0.002964088,0.001306888,0.001607018,0.000781172
7455.839,0.958008504,0.221394344,0.002891135,0.002911458,0.001291136,0.001579677,0.000763722
7545.170622,0.959734223,0.217727501,0.002843717,0.002859249,0.001275578,0.001552606,0.000746241
7634.770863,0.961435851,0.213975314,0.00279679,0.00280747,0.001260225,0.001525886,0.000728756
7724.633503,0.963112694,0.210205146,0.002750352,0.00275603,0.001245088,0.001499586,0.000711275
7814.7523,0.964764314,0.206393374,0.002704352,0.00270485,0.00123017,0.001473684,0.000693797
7905.120998,0.966389836,0.202488016,0.002658755,0.00265392,0.001215467,0.001448123,0.00067631
7995.733321,0.967988299,0.198509008,0.002613549,0.002603237,0.001200967,0.001422894,0.000658787
8086.582976,0.969558859,0.19445648,0.002568722,0.0025528,0.001186663,0.001397982,0.000641208
8177.663656,0.971100639,0.190332546,0.00252426,0.002502621,0.001172562,0.001373337,0.000623566
8268.969034,0.972612855,0.186148759,0.002480151,0.002452703,0.00115868,0.001348919,0.000605864
8360.492772,0.97409474,0.181899949,0.002436432,0.002403098,0.001145032,0.001324734,0.000588106
8452.228513,0.975545481,0.177578088,0.002393175,0.002353858,0.001131637,0.001300855,0.000570301
8544.169888,0.976964101,0.173144725,0.002350445,0.00230502,0.001118521,0.00127735,0.000552453
8636.310511,0.978349222,0.168549999,0.002308332,0.002256676,0.001105719,0.001254268,0.000534574
8728.643985,0.979699259,0.163800165,0.002266951,0.002208964,0.001093266,0.001231671,0.000516672
8821.163897,0.98101292,0.158955457,0.002226398,0.002162022,0.001081185,0.001209589,0.000498752
8913.863824,0.982289508,0.154094669,0.002186717,0.002115911,0.001069491,0.001188033,0.000480809
9006.737328,0.983528871,0.149258975,0.002147922,0.002070621,0.001058187,0.001167037,0.00046283
9099.777959,0.984730873,0.144410473,0.002110045,0.002026177,0.001047269,0.001146644,0.000444808
9192.979257,0.985894903,0.139480796,0.002073145,0.001982654,0.001036726,0.001126909,0.000426755
9286.334751,0.987019864,0.134422966,0.002037305,0.001940116,0.001026552,0.001107941,0.000408691
9379.837957,0.988104376,0.129210553,0.002002604,0.001898632,0.001016743,0.001089834,0.000390621
9473.482382,0.989146875,0.123824658,0.001969109,0.001858324,0.001007304,0.001072591,0.000372546
9567.261524,0.990145722,0.118270157,0.00193688,0.001819361,0.000998248,0.001056151,0.000354475
9661.16887,0.991099493,0.112592572,0.001905966,0.001781888,0.000989588,0.001040455,0.000336409
9755.1979,0.992007217,0.106847019,0.001876411,0.001746011,0.000981338,0.001025472,0.000318339
9849.342084,0.992868322,0.101073159,0.001848263,0.001711815,0.000973508,0.001011203,0.000300257
9943.594884,0.993682522,0.095297564,0.001821553,0.001679338,0.000966105,0.000997662,0.000282153
10037.94976,0.994449656,0.089518709,0.001796284,0.001648573,0.000959139,0.000984854,0.000264022
10132.40015,0.995169462,0.083717109,0.001772445,0.001619495,0.000952616,0.000972778,0.000245868
10226.9395,0.995841576,0.077889271,0.001750041,0.001592113,0.000946538,0.000961432,0.000227705
10321.56125,0.996465661,0.072036489,0.001729113,0.001566476,0.000940905,0.000950845,0.000209542
10416.25882,0.997041297,0.066131686,0.001709713,0.001542646,0.000935724,0.000941056,0.000191376
10511.02565,0.997567769,0.060140252,0.001691902,0.001520713,0.000931004,0.000932087,0.000173201
10605.85514,0.9980443,0.054085675,0.001675738,0.001500764,0.000926749,0.000923964,0.000155009
10700.74072,0.998470483,0.04801519,0.001661267,0.001482856,0.000922957,0.000916721,0.000136791
10795.67579,0.998846139,0.041930562,0.00164853,0.001467059,0.00091962,0.00091038,0.000118544
10890.65376,0.999170951,0.035797599,0.001637558,0.001453459,0.000916737,0.000904919,0.000100279
10985.66804,0.999444224,0.029560985,0.001628346,0.001442083,0.00091431,0.000900299,8.20E-05
11080.71203,0.999664864,0.023187499,0.001620894,0.001432915,0.000912351,0.000896522,6.38E-05
11175.77913,0.999831699,0.016685641,0.001615236,0.001425975,0.00091087,0.000893627,4.55E-05
11270.86274,0.9999437,0.010074118,0.001611427,0.001421314,0.000909878,0.000891663,2.73E-05
11365.95625,1,0.003371622,0.001609512,0.001418977,0.000909381,0.000890667,9.11E-06
0,0,27.61557635,1.87E-30,1.73E-30,1.20E-31,1.89E-30,7.54E-35
0.940127228,0.002080186,27.63438837,5.00E-07,7.09E-07,1.16E-12,2.90E-07,1.85E-10
3.760359088,0.008323849,27.64191318,7.90E-06,1.13E-05,2.85E-10,4.49E-06,1.20E-08
8.460370958,0.018725486,27.62121996,3.93E-05,5.70E-05,6.84E-09,2.15E-05,1.39E-07
15.03868956,0.033273762,27.59723463,0.000121335,0.00017937,6.23E-08,6.32E-05,7.98E-07
23.49631372,0.051949396,27.54832338,0.000288208,0.000435354,3.31E-07,0.000140732,3.11E-06
33.82924812,0.074711941,27.44438696,0.000578989,0.000895391,1.24E-06,0.000261349,9.45E-06
46.03874128,0.101457932,27.23510323,0.001033303,0.001636287,3.61E-06,0.000426705,2.39E-05
60.1210476,0.131971029,26.846635,0.001683183,0.002725191,8.79E-06,0.000632383,5.23E-05
76.07366997,0.1658844,26.19432818,0.002540522,0.004192958,1.86E-05,0.000869535,1.02E-04
93.8966084,0.202596059,25.20434558,0.003584461,0.006006655,3.50E-05,0.001127301,1.77E-04
113.5848687,0.241297089,23.84047406,0.004756455,0.008057239,6.02E-05,0.001395507,2.83E-04
135.1297112,0.280995156,22.12434746,0.005969915,0.010177495,9.61E-05,0.001666235,4.16E-04
158.5523609,0.320622678,20.13544655,0.007130542,0.012182515,0.000144348,0.00193422,5.71E-04
183.8103675,0.359192024,17.99181677,0.008158902,0.013915702,0.000205981,0.002196122,7.38E-04
210.9411873,0.39588487,15.82043926,0.009004288,0.015277744,0.000281455,0.002449376,9.07E-04
239.9073639,0.430113342,13.73136434,0.009647033,0.01623259,0.000370569,0.002690907,1.07E-03
270.7213829,0.461562338,11.8040728,0.010093523,0.016796605,0.00047238,0.002918062,1.22E-03
303.3707587,0.490100174,10.08277289,0.010365644,0.017018451,0.000585315,0.003127522,1.35E-03
337.8554914,0.515825613,8.583454828,0.010492725,0.016961165,0.000707209,0.003317075,1.46E-03
374.175581,0.538870338,7.300945304,0.010505255,0.016689553,0.000835561,0.003485395,1.56E-03
412.3185421,0.559422471,6.217372901,0.010431546,0.016263334,0.000967718,0.003632039,1.64E-03
452.2718892,0.577858251,5.309692894,0.010295585,0.015733159,0.001101003,0.003757007,1.71E-03
494.0356224,0.59427174,4.554954616,0.01011719,0.015139505,0.001233027,0.003861848,1.76E-03
537.622227,0.609039176,3.929360862,0.0099117,0.01451378,0.001361511,0.003948109,1.80E-03
582.9942468,0.622348681,3.410666416,0.009692464,0.013882082,0.001484622,0.004018224,1.83E-03
630.1641672,0.634388374,2.979635987,0.009468926,0.013263435,0.001600897,0.00407352,1.86E-03
679.1195028,0.645346376,2.620890749,0.009247544,0.012669781,0.001709321,0.004115987,1.88E-03
729.8477682,0.655363777,2.322014767,0.009032201,0.012108862,0.001809251,0.004146289,1.89E-03
782.3489634,0.664581668,2.07228519,8.83E-03,1.16E-02,0.001900224,4.17E-03,0.001901949
836.6106029,0.673141137,1.862390067,8.63E-03,1.11E-02,1.98E-03,4.17E-03,1.91E-03
892.6326868,0.681089216,1.685557071,8.44E-03,1.07E-02,2.05E-03,4.17E-03,1.91E-03
950.3902442,0.688519964,1.537083196,8.26E-03,1.02E-02,2.12E-03,4.17E-03,1.91E-03
1009.895761,0.695527442,1.412970888,8.10E-03,9.87E-03,2.17E-03,4.15E-03,1.91E-03
1071.124265,0.702205709,1.308187932,7.94E-03,9.53E-03,2.22E-03,4.13E-03,1.91E-03
1134.075758,0.708554766,1.218736773,7.79E-03,9.21E-03,2.26E-03,4.11E-03,1.90E-03
1198.737753,0.714668673,1.141889667,0.007650927,0.008929362,2.30E-03,4.08E-03,1.89E-03
1265.147707,0.72054743,1.075106993,0.00751877,0.00866903,2.32E-03,4.05E-03,1.89E-03
1333.193251,0.726238066,1.016225368,0.007394576,0.008432586,2.34E-03,0.004012252,1.88E-03
1402.8619,0.731787612,0.96435122,0.007277792,0.008218702,2.36E-03,0.003976642,1.87E-03
1474.278508,0.737149038,0.91915534,0.0071672,0.008025168,2.37E-03,0.003937713,1.86E-03
1547.318221,0.742416404,0.879791187,0.007061807,0.007848885,2.38E-03,0.00389591,1.85E-03
1621.981038,0.74758971,0.844894888,0.006961058,0.007686758,2.38E-03,0.003852558,1.84E-03
1698.391815,0.752621925,0.813666933,0.006864733,0.007535912,2.38E-03,0.003809649,0.00183064
1776.300841,0.757654141,0.784790481,0.006772389,0.007395461,2.38E-03,0.003767403,0.001818541
1855.832973,0.762545266,0.757513051,0.006683916,0.007264742,2.38E-03,0.003726042,0.001805867
1937.113063,0.767389362,0.731082162,0.00659854,0.007142207,2.37E-03,0.003684902,0.00179253
2019.891405,0.772139397,0.705685933,0.006515596,0.007027634,2.36E-03,0.003642877,0.001778463
2104.167996,0.776842402,0.682123877,0.006435528,0.006920139,0.002350065,0.003600852,0.00176382
2190.067692,0.781451347,0.659925693,0.006358004,0.006819501,0.002337679,0.003558828,0.001748824
2277.590493,0.786013262,0.639091379,0.006282912,0.006725499,0.002324408,0.003515918,0.00173374
2366.486691,0.790481117,0.619620938,0.006210365,0.006637247,0.002310252,0.00347323,0.001718699
2457.005993,0.794901942,0.601984668,0.00614036,0.006552755,0.002295433,0.003432532,0.001703438
2549.023545,0.799275737,0.586229601,0.006072347,0.006470696,0.002280614,0.003393383,0.001687557
2642.539348,0.803602502,0.571274044,0.006005881,0.006390849,0.002265573,0.00335534,0.001671123
2737.553402,0.807929267,0.555989277,0.005941296,0.006314763,0.002249869,0.00331796,0.001654534
2834.065706,0.812161971,0.541080751,0.005877595,0.006240888,0.002233502,0.003280801,0.001638012
2931.951406,0.816347646,0.527395005,0.005813563,0.006167676,0.002216249,0.0032432,0.001621512
3031.335357,0.820486291,0.514696891,0.005748204,0.006094244,0.002198112,0.003204051,0.001604834
3132.092705,0.824577905,0.502280958,0.005681417,0.006020147,0.002179555,0.003163132,0.001588002
3234.348302,0.82866952,0.489865024,0.005614797,0.005946494,0.002160666,0.003122434,0.001570971
3337.977296,0.832667074,0.478107511,0.005548785,0.005873282,0.002141446,0.003082843,0.001553631
3442.854832,0.836617599,0.467238866,0.005483404,0.005800071,0.002121937,0.003044799,0.001535759
3549.230619,0.840568123,0.45713681,0.005418144,0.005727081,0.00210223,0.003006977,0.001517313
3656.854948,0.844471617,0.44806001,0.005352663,0.005655196,0.002082522,0.002967607,0.001498556
3765.852673,0.848328082,0.439806236,0.005286485,0.005583091,0.002062749,0.00292713,0.001479645
3876.223794,0.852184546,0.431430184,0.005219809,0.005509879,0.002042864,0.002886875,0.001460557
3987.843458,0.85604101,0.422941259,0.005153388,0.005436004,0.002022825,0.002847947,0.001441314
4100.711663,0.859803414,0.414560504,0.005087111,0.005361687,0.002002631,0.002809904,0.001422027
4214.828411,0.863565819,0.407063914,0.005020469,0.005286706,0.001982371,0.00277186,0.001402762
4330.318555,0.867281193,0.400404458,0.004953561,0.005211504,0.001962022,0.002733596,0.001383342
4446.932387,0.870996567,0.39383436,0.004886388,0.005136302,0.001941585,0.002694889,0.001363613
4564.794761,0.874664911,0.387593472,0.004818197,0.005059994,0.001921103,0.002655297,0.001343684
4683.780823,0.878333255,0.38217561,0.004747784,0.004980811,0.0019006,0.002614157,0.001323756
4804.015427,0.882001599,0.376357993,0.004675534,0.004898752,0.001879742,0.002572575,0.001303672
4925.373718,0.885622913,0.369425763,0.004602478,0.004815366,0.001858155,0.002531435,0.001283323
5047.855698,0.889197197,0.361040305,0.004529344,0.004731759,0.001835528,0.002491401,0.001262842
5171.461366,0.892724451,0.351507313,0.004456298,0.004648594,0.001811972,0.00245203,0.001242383
5296.190721,0.896204675,0.34195551,0.004383009,0.004564545,0.001787929,0.002413544,0.00122179
5422.043765,0.899590839,0.333005691,0.004309411,0.00447939,0.001763489,0.002375943,0.001200822
5548.895642,0.902929972,0.324559093,0.004235138,0.004392907,0.001738584,0.002338785,0.001179456
5676.746352,0.906222076,0.316460518,0.004159681,0.004304877,0.001713302,0.002301184,0.001157913
5805.720751,0.90946715,0.30935898,0.004083462,0.004216182,0.001687822,0.002262919,0.001136171
5935.693983,0.912665193,0.30314631,0.004006346,0.004126825,0.001662099,0.00222377,0.001114141
6066.666049,0.915816207,0.296980671,0.003928534,0.004037024,0.001636021,0.002184023,0.001091956
6198.512095,0.91892019,0.291026666,0.003850811,0.003947667,0.001609767,0.002144188,0.001069639
6331.356974,0.921977143,0.285096176,0.003773242,0.003859194,0.001583336,0.002103955,0.001046901
6465.200687,0.924987067,0.27898227,0.003695795,0.003771827,0.001556727,0.002063036,0.001023766
6599.793525,0.92794996,0.272924799,0.003618569,0.003685123,0.001530008,0.002022007,0.001000453
6735.385196,0.930912853,0.267342332,0.003541598,0.003598419,0.001503444,0.001981331,0.000977096
