Rey,u_mean,du/dy,TKE*,u_rms,v_rms,w_rms,uv
14791.222,0.867302175,0.390342807,0.004576171,0.005226191,0.001667421,0.002258729,0.001162551
14935.74187,0.868458897,0.387051059,0.004554969,0.005198726,0.001661869,0.002249345,0.001157696
15080.83655,0.869610487,0.383855124,0.004533762,0.005171279,0.001656276,0.00223997,0.001152828
15226.50356,0.870757297,0.380826072,0.004512562,0.005143879,0.001650642,0.002230603,0.001147939
15372.74042,0.871899553,0.377820067,0.004491365,0.005116527,0.001644967,0.002221237,0.001143026
15519.54464,0.873037057,0.374758014,0.004470169,0.005089225,0.001639254,0.002211859,0.001138085
15666.91371,0.874169684,0.371740696,0.004448934,0.005061933,0.00163351,0.002202426,0.001133108
15814.84512,0.875297608,0.368830008,0.004427627,0.005034595,0.001627739,0.00219292,0.001128088
15963.33636,0.87642097,0.365945307,0.004406244,0.005007183,0.001621947,0.002183358,0.001123025
16112.38489,0.877539653,0.363040554,0.004384796,0.004979699,0.001616139,0.002173754,0.001117928
16261.98816,0.878653602,0.36017746,0.004363266,0.004952133,0.001610317,0.002164081,0.001112803
16412.14364,0.879762918,0.357385163,0.004341667,0.004924475,0.001604484,0.002154375,0.001107652
16562.84876,0.880867721,0.354641808,0.004320048,0.004896749,0.001598639,0.002144707,0.001102474
16714.10096,0.881967923,0.351832984,0.00429845,0.004869005,0.001592784,0.00213511,0.001097276
16865.89765,0.883063148,0.348944608,0.004276887,0.004841278,0.001586919,0.002125577,0.001092063
17018.23625,0.884153345,0.346160836,0.004255324,0.004813532,0.001581043,0.002116073,0.001086836
17171.11416,0.885238835,0.343478098,0.004233726,0.004785744,0.001575154,0.002106555,0.001081595
17324.52878,0.886319654,0.340785559,0.004212126,0.004757988,0.001569249,0.002097014,0.001076345
17478.4775,0.887395707,0.338106977,0.004190552,0.004730326,0.001563324,0.002087454,0.001071086
17632.95768,0.888467055,0.33549722,0.004168995,0.004702741,0.001557372,0.002077878,0.00106581
17787.9667,0.889533833,0.332931733,0.00414744,0.004675208,0.001551388,0.002068285,0.001060499
17943.50192,0.89059598,0.330340194,0.004125879,0.004647723,0.001545369,0.002058666,0.001055151
18099.56068,0.891653378,0.327765444,0.004104319,0.004620308,0.001539316,0.002049014,0.001049769
18256.14032,0.892706114,0.325260642,0.004082758,0.004592981,0.001533232,0.002039303,0.001044359
18413.23818,0.893754354,0.322836528,0.004061185,0.004565725,0.001527121,0.002029524,0.001038933
18570.85158,0.894798351,0.320528532,0.004039604,0.00453853,0.001520989,0.002019689,0.0010335
18728.97783,0.895838374,0.318294819,0.004018024,0.004511405,0.001514837,0.002009806,0.00102806
18887.61424,0.89687449,0.316083006,0.003996445,0.004484353,0.001508666,0.001999872,0.001022618
19046.75811,0.897906774,0.313940301,0.003974856,0.004457338,0.001502475,0.001989898,0.001017176
19206.40672,0.898935342,0.311807469,0.003953283,0.004430357,0.001496265,0.001979944,0.001011727
19366.55735,0.899959996,0.309606854,0.003931769,0.004403455,0.001490035,0.001970048,0.001006276
19527.20727,0.900980538,0.307404505,0.003910317,0.004376677,0.001483785,0.001960173,0.001000819
19688.35374,0.901997005,0.305251592,0.003888895,0.004350017,0.001477514,0.00195026,0.000995347
19849.99403,0.903009486,0.303136243,0.003867487,0.004323451,0.001471221,0.001940302,0.000989855
20012.12536,0.904018102,0.301109159,0.003846085,0.004296957,0.001464906,0.001930306,0.000984346
20174.74499,0.905023205,0.299223115,0.003824668,0.004270502,0.001458571,0.001920263,0.000978819
20337.85013,0.906025167,0.297444614,0.003803238,0.004244078,0.001452217,0.001910181,0.000973283
20501.43802,0.907024236,0.295741164,0.003781807,0.004217674,0.001445843,0.001900097,0.000967741
20665.50585,0.908020605,0.294112509,0.003760385,0.004191271,0.001439451,0.001890049,0.000962183
20830.05085,0.90901444,0.292516522,0.003738958,0.004164853,0.001433039,0.001880023,0.000956596
20995.07019,0.910005563,0.29080935,0.003717514,0.004138438,0.001426607,0.001869984,0.000950982
21160.56107,0.910993487,0.288995366,0.003696047,0.00411205,0.001420151,0.001859893,0.000945343
21326.52066,0.91197795,0.287150443,0.003674543,0.004085678,0.001413669,0.001849739,0.000939674
21492.94615,0.912958864,0.285327846,0.003653015,0.004059318,0.001407162,0.001839549,0.000933979
21659.83469,0.913936396,0.283593396,0.003631476,0.004032967,0.00140063,0.001829354,0.000928257
21827.18344,0.914910717,0.281884147,0.003609935,0.00400662,0.001394074,0.001819176,0.000922511
21994.98955,0.91588175,0.280149738,0.00358841,0.003980297,0.001387496,0.001809027,0.000916749
22163.25016,0.916849406,0.278423309,0.003566918,0.003954042,0.001380893,0.0017989,0.000910968
22331.96239,0.917813697,0.276713178,0.003545484,0.003927905,0.001374268,0.001788795,0.000905165
22501.12338,0.918774578,0.27498979,0.00352409,0.003901866,0.001367622,0.001778692,0.000899336
22670.73024,0.919731963,0.273264521,0.003502693,0.003875859,0.001360963,0.001768564,0.000893482
22840.78008,0.92068579,0.271521734,0.003481289,0.003849857,0.001354294,0.001758427,0.00088761
23011.27001,0.921635906,0.269750613,0.003459888,0.003823859,0.001347618,0.001748298,0.000881728
23182.19711,0.922582245,0.267992723,0.003438491,0.003797862,0.001340937,0.001738183,0.000875849
23353.55848,0.923524754,0.266206249,0.003417103,0.003771861,0.001334252,0.001728092,0.000869974
23525.35119,0.924463241,0.264389271,0.003395751,0.003745892,0.001327565,0.001718043,0.0008641
23697.57232,0.925397711,0.262635059,0.003374436,0.003719979,0.001320876,0.001708018,0.000858229
23870.21893,0.926328425,0.260973993,0.003353123,0.003694107,0.001314187,0.001697953,0.000852356
24043.28808,0.927255607,0.259365654,0.003331796,0.00366829,0.0013075,0.001687802,0.000846475
24216.77682,0.928179321,0.257773654,0.003310461,0.003642566,0.001300817,0.001677539,0.000840586
24390.68219,0.929099626,0.256228227,0.003289116,0.003616921,0.001294141,0.001667171,0.000834685
24565.00123,0.930016613,0.254688528,0.003267767,0.003591322,0.001287471,0.001656742,0.000828762
24739.73097,0.93093015,0.253116276,0.00324646,0.003565808,0.001280805,0.001646308,0.000822814
24914.86843,0.931840161,0.251555122,0.003225248,0.003540445,0.001274141,0.00163591,0.000816847
25090.41063,0.932746682,0.250022496,0.003204138,0.003515243,0.001267478,0.001625556,0.000810861
25266.35457,0.933649727,0.248480911,0.003183088,0.003490147,0.001260815,0.001615214,0.000804853
25442.69725,0.934549197,0.246940997,0.003162063,0.003465112,0.001254154,0.00160486,0.000798825
25619.43568,0.935445225,0.245487391,0.003141036,0.00344011,0.001247495,0.001594468,0.000792775
25796.56683,0.936338089,0.244106858,0.00312001,0.00341515,0.001240841,0.001584028,0.0007867
25974.0877,0.937227973,0.242781339,0.003098986,0.003390213,0.001234194,0.001573564,0.000780598
26151.99524,0.938114966,0.241452623,0.003077975,0.003365291,0.001227557,0.001563102,0.00077447
26330.28644,0.938998879,0.240062401,0.003056988,0.003340421,0.001220932,0.001552623,0.000768323
26508.95826,0.939879484,0.238631127,0.003036016,0.003315617,0.001214322,0.001542092,0.000762162
26688.00764,0.94075661,0.237167449,0.003015068,0.003290898,0.00120773,0.001531508,0.00075599
26867.43154,0.941630124,0.235687261,0.002994175,0.003266266,0.001201154,0.001520931,0.000749811
27047.2269,0.942499991,0.234224202,0.002973349,0.003241707,0.001194593,0.001510397,0.000743629
27227.39066,0.943366234,0.232767908,0.002952561,0.003217181,0.001188046,0.001499895,0.000737443
27407.91974,0.94422884,0.231332442,0.002931801,0.003192668,0.00118151,0.001489424,0.000731253
27588.81106,0.945087958,0.229968977,0.002911067,0.003168159,0.001174983,0.001478991,0.000725054
27770.06156,0.945943811,0.228662334,0.002890339,0.003143607,0.001168466,0.001468606,0.000718833
27951.66813,0.946796485,0.227358861,0.002869613,0.003118978,0.001161957,0.001458291,0.000712577
28133.62768,0.947645857,0.226009734,0.002848899,0.003094302,0.001155458,0.001448039,0.00070629
28315.93711,0.948491692,0.224611049,0.002828206,0.003069623,0.001148968,0.001437821,0.00069998
28498.59332,0.949333928,0.223261819,0.002807527,0.003044981,0.00114249,0.001427584,0.000693654
28681.59318,0.950172825,0.221978529,0.00278684,0.003020361,0.001136027,0.001417291,0.000687305
28864.93359,0.951008303,0.220598972,0.002766147,0.002995765,0.001129581,0.001406949,0.000680939
29048.61142,0.951839832,0.219086338,0.002745498,0.002971242,0.001123155,0.001396599,0.000674567
29232.62353,0.952666968,0.217484261,0.002724948,0.002946871,0.001116751,0.001386275,0.000668198
29416.9668,0.953489358,0.215803098,0.002704531,0.002922703,0.00111037,0.001375989,0.000661836
29601.63807,0.954306665,0.214040328,0.002684231,0.002898687,0.001104014,0.001365761,0.000655472
29786.63421,0.955118599,0.212244929,0.002664037,0.00287477,0.001097684,0.00135562,0.0006491
29971.95205,0.955925178,0.210499226,0.002643959,0.002850976,0.001091384,0.001345559,0.000642723
30157.58845,0.956726547,0.208785679,0.002623998,0.002827337,0.001085118,0.001335541,0.000636351
30343.54023,0.957522729,0.207077556,0.002604137,0.002803848,0.00107889,0.001325536,0.000629987
30529.80423,0.958313689,0.20536385,0.002584367,0.002780486,0.001072702,0.001315546,0.000623623
30716.37728,0.959099395,0.203667761,0.00256468,0.002757226,0.001066554,0.00130558,0.000617254
30903.25619,0.959879951,0.202016267,0.00254506,0.002734045,0.001060444,0.001295631,0.000610884
31090.43778,0.960655435,0.200371664,0.002525505,0.002710952,0.001054367,0.001285691,0.000604514
31277.91886,0.96142577,0.198704697,0.002506023,0.002687953,0.001048321,0.001275771,0.00059815
31465.69623,0.962190855,0.197032866,0.002486603,0.002665033,0.001042304,0.001265869,0.000591783
31653.7667,0.962950712,0.195393775,0.00246723,0.002642172,0.001036313,0.001255975,0.000585396
31842.12706,0.963705488,0.193809526,0.00244789,0.002619336,0.001030348,0.001246095,0.000578975
32030.77409,0.964455336,0.192256343,0.002428569,0.002596489,0.00102441,0.001236239,0.000572516
32219.7046,0.965200227,0.190672177,0.00240928,0.002573637,0.001018503,0.00122642,0.000566027
32408.91534,0.965939926,0.18902398,0.002390056,0.002550832,0.001012631,0.00121665,0.000559517
32598.4031,0.966674199,0.187346393,0.002370919,0.002528105,0.001006793,0.001206939,0.000552988
32788.16466,0.967403026,0.185698827,0.002351865,0.002505456,0.001000992,0.001197283,0.000546441
32978.19677,0.968126456,0.184037955,0.002332888,0.002482882,0.000995227,0.001187668,0.000539884
33168.4962,0.968844191,0.182264772,0.002314007,0.002460418,0.000989499,0.001178097,0.000533327
33359.0597,0.969555762,0.180400398,0.002295246,0.00243811,0.000983809,0.001168574,0.000526777
33549.88403,0.970260898,0.178497508,0.002276612,0.002415961,0.000978158,0.001159105,0.000520226
33740.96593,0.970959446,0.176571717,0.002258093,0.002393956,0.000972549,0.00114968,0.000513669
33932.30215,0.971651355,0.174664187,0.002239678,0.00237207,0.000966985,0.001140301,0.000507101
34123.88943,0.972336749,0.172810048,0.002221362,0.002350281,0.000961469,0.001130975,0.000500521
34315.72451,0.97301579,0.170994019,0.002203132,0.002328563,0.000956002,0.0011217,0.000493927
34507.8041,0.973688558,0.169200035,0.002184977,0.002306894,0.000950581,0.001112478,0.000487315
34700.12495,0.974355085,0.16740896,0.002166897,0.00228527,0.000945205,0.001103318,0.000480685
34892.68376,0.975015299,0.165602337,0.002148906,0.002263701,0.000939874,0.001094237,0.00047404
35085.47727,0.975669176,0.163817565,0.002131016,0.002242201,0.000934587,0.001085246,0.000467385
35278.50218,0.976316783,0.162041599,0.002113241,0.002220788,0.000929347,0.001076346,0.000460721
35471.75521,0.976957992,0.160208604,0.00209561,0.002199504,0.00092416,0.001067557,0.000454053
35665.23306,0.977592465,0.158284043,0.002078142,0.002178384,0.000919027,0.001058873,0.000447388
35858.93243,0.978219844,0.156297615,0.002060825,0.002157408,0.00091395,0.001050293,0.000440736
36052.85002,0.978839976,0.154305732,0.002043646,0.002136526,0.000908926,0.001041841,0.000434091
36246.98254,0.979452828,0.152307948,0.002026603,0.002115736,0.000903953,0.001033516,0.000427443
36441.32666,0.980058317,0.150292379,0.002009689,0.00209506,0.000899029,0.001025289,0.000420789
36635.87908,0.980656368,0.148276744,0.001992894,0.002074511,0.000894157,0.001017121,0.000414128
36830.63648,0.98124705,0.146311064,0.001976195,0.002054059,0.000889339,0.001008991,0.000407459
37025.59555,0.98183055,0.144381336,0.001959581,0.002033669,0.000884576,0.001000917,0.000400773
37220.75296,0.982406833,0.142415825,0.001943079,0.002013373,0.000879868,0.000992916,0.000394069
37416.10538,0.982975664,0.140388802,0.001926711,0.001993221,0.000875217,0.000984984,0.000387347
37611.64948,0.983536788,0.138318293,0.001910504,0.001973243,0.00087062,0.000977145,0.000380615
37807.38194,0.984090125,0.136265735,0.001894492,0.001953461,0.000866078,0.000969444,0.000373877
38003.29942,0.984635755,0.134230727,0.001878693,0.001933902,0.000861595,0.000961889,0.000367138
38199.39857,0.985173658,0.132187723,0.001863109,0.001914571,0.000857174,0.000954472,0.000360399
38395.67606,0.985703753,0.130116612,0.001847734,0.001895457,0.000852819,0.000947192,0.000353657
38592.12854,0.986225804,0.127976926,0.001832577,0.001876583,0.000848528,0.000940043,0.000346914
38788.75267,0.986739594,0.125823821,0.001817661,0.001857985,0.000844305,0.000933034,0.000340172
38985.54508,0.987245102,0.123660121,0.001802971,0.001839626,0.000840149,0.000926167,0.000333425
39182.50244,0.987742135,0.121436787,0.001788485,0.001821458,0.000836065,0.000919448,0.000326674
39379.62137,0.988230507,0.119200636,0.001774194,0.001803454,0.000832054,0.00091288,0.000319919
39576.89853,0.988710185,0.116957041,0.00176008,0.0017856,0.00082812,0.000906441,0.000313154
39774.33055,0.989181053,0.114680041,0.001746145,0.001767918,0.000824263,0.000900108,0.000306381
39971.91406,0.989642912,0.11234336,0.001732397,0.001750452,0.000820483,0.000893859,0.000299602
40169.6457,0.990095444,0.109933582,0.001718849,0.001733242,0.000816781,0.000887675,0.000292825
40367.5221,0.990538427,0.107505026,0.001705528,0.001716315,0.000813156,0.000881585,0.000286049
40565.53989,0.990971904,0.105124651,0.001692457,0.001699663,0.000809612,0.000875638,0.000279263
40763.69569,0.991396091,0.102796921,0.001679626,0.001683259,0.000806147,0.000869845,0.000272454
40961.98612,0.991811111,0.100490026,0.001667037,0.001667111,0.000802764,0.000864198,0.000265628
41160.40781,0.992216974,0.098171578,0.001654699,0.001651234,0.000799464,0.000858701,0.000258793
41358.95737,0.992613511,0.095796364,0.00164261,0.001635632,0.000796248,0.00085334,0.000251957
41557.63142,0.993000492,0.09338697,0.001630762,0.00162031,0.000793123,0.000848091,0.00024512
41756.42657,0.993377821,0.090964138,0.001619161,0.001605293,0.000790089,0.00084294,0.000238282
41955.33944,0.993745435,0.088539263,0.001607822,0.001590615,0.000787149,0.000837881,0.000231443
42154.36663,0.994103331,0.086112833,0.001596749,0.001576272,0.0007843,0.000832925,0.000224595
42353.50476,0.99445143,0.083665346,0.001585934,0.001562239,0.000781542,0.000828087,0.000217731
42552.75043,0.994789683,0.081227255,0.001575372,0.001548501,0.000778874,0.000823369,0.000210844
42752.10025,0.995118139,0.078801388,0.001565066,0.001535074,0.000776295,0.000818764,0.000203937
42951.55081,0.995436762,0.076352847,0.001555033,0.001521984,0.000773803,0.00081428,0.000197019
43151.09872,0.995745409,0.073871231,0.001545285,0.001509247,0.000771396,0.000809927,0.000190093
43350.74058,0.996043958,0.071373776,0.001535827,0.001496866,0.000769073,0.000805715,0.000183163
43550.47298,0.99633239,0.068889868,0.001526671,0.001484856,0.000766833,0.000801654,0.00017623
43750.29252,0.99661075,0.066408273,0.001517832,0.001473236,0.000764676,0.000797752,0.0001693
43950.1958,0.996878914,0.063871382,0.00150931,0.001462019,0.000762604,0.000793998,0.000162372
44150.17941,0.997136587,0.061264782,0.001501102,0.001451214,0.000760617,0.000790372,0.000155449
44350.23994,0.997383552,0.058633798,0.001493204,0.001440825,0.000758719,0.000786864,0.000148532
44550.37398,0.997619784,0.056011522,0.001485621,0.001430848,0.00075691,0.000783484,0.000141617
44750.57812,0.997845255,0.053366346,0.001478366,0.001421294,0.000755188,0.000780251,0.000134702
44950.84894,0.998059836,0.050700359,0.001471443,0.001412185,0.000753552,0.000777149,0.000127791
45151.18305,0.998263484,0.048030183,0.001464845,0.001403514,0.000752002,0.000774172,0.000120886
45351.57701,0.998456125,0.045334649,0.001458575,0.001395277,0.000750538,0.000771335,0.000113986
45552.02742,0.998637665,0.042629873,0.001452651,0.001387488,0.00074916,0.000768654,0.000107084
45752.53087,0.998808098,0.039930418,0.001447077,0.001380146,0.000747871,0.000766137,0.000100174
45953.08392,0.998967416,0.037223269,0.001441852,0.001373244,0.000746673,0.000763788,9.33E-05
46153.68317,0.999115532,0.034484125,0.00143698,0.001366793,0.000745566,0.000761602,8.63E-05
46354.32519,0.999252264,0.031698762,0.001432467,0.001360809,0.000744551,0.000759575,7.94E-05
46555.00657,0.999377472,0.028902551,0.001428322,0.001355309,0.000743627,0.000757709,7.25E-05
46755.72389,0.9994912,0.026135065,0.001424542,0.001350291,0.000742793,0.000756,6.56E-05
46956.47373,0.999593527,0.023367647,0.001421117,0.001345737,0.000742051,0.000754447,5.86E-05
47157.25266,0.999684355,0.020565699,0.001418052,0.001341645,0.0007414,0.000753058,5.17E-05
47358.05726,0.999763585,0.017760398,0.001415359,0.00133804,0.000740841,0.000751838,4.48E-05
47558.88411,0.999831273,0.014979519,0.001413056,0.001334944,0.000740371,0.000750797,3.78E-05
47759.72979,0.999887507,0.012217911,0.001411143,0.001332365,0.000739987,0.000749933,3.09E-05
47960.59088,0.999932389,0.009493292,0.001409616,0.001330302,0.000739686,0.000749243,2.40E-05
48161.46395,0.999966091,0.006804793,0.001408473,0.001328749,0.000739466,0.000748731,1.71E-05
48362.34557,0.999988665,0.004104218,0.001407709,0.0013277,0.000739322,0.000748397,1.03E-05
48563.23234,1,0.001372013,0.001407323,0.001327163,0.000739251,0.000748233,3.43E-06
0,0,82.51720032,2.36E-15,1.73E-15,0,2.99E-15,0
7.848156582,0.013305902,82.53367892,2.34E-05,3.28E-05,4.63E-09,1.39E-05,6.36E-08
18.65701516,0.031624153,82.47140433,0.000126821,0.000183904,8.78E-08,6.97E-05,8.77E-07
32.33381377,0.054768578,82.26449271,0.000365689,0.000547325,6.29E-07,0.000183424,4.70E-06
48.79061533,0.082488817,81.67008644,0.000794697,0.001227487,2.63E-06,0.000359275,1.63E-05
67.94399433,0.114381539,80.33090939,0.001454749,0.002311978,7.88E-06,0.000589638,4.32E-05
89.71499237,0.149787076,77.84320615,0.002351457,0.003824867,1.88E-05,0.000859267,9.35E-05
114.0286005,0.187731525,73.93081949,0.003437564,0.005686017,3.79E-05,0.001151193,0.000173041
140.8135554,0.226975691,68.58739481,0.004617059,0.00771533,6.76E-05,0.001451156,0.000281879
170.001914,0.266173921,62.10771501,0.005773807,0.009688684,0.000109672,0.001749259,0.000413973
201.5290219,0.304080296,54.98793365,0.006807406,0.011410639,0.000165016,0.002039156,0.000559134
235.3333561,0.339718961,47.76851905,0.007655965,0.01276172,0.000233817,0.002316393,0.000706263
271.3561743,0.372465157,40.90072327,0.008299125,0.013705613,0.000315392,0.002577244,0.000846081
309.5414159,0.402035245,34.68156873,0.008747598,0.014268486,0.00040829,0.002818419,0.000972487
349.835486,0.428417342,29.25215084,0.009029091,0.014510451,0.000510434,0.003037297,0.001082573
392.1870361,0.451782304,24.63419794,0.009177041,0.014502457,0.000619335,0.00323229,0.001175898
436.5470982,0.472402641,20.77446193,0.009223757,0.014312242,0.000732332,0.003402941,0.001253551
482.8687205,0.490591367,17.58354829,0.009197289,0.01399792,0.000846827,0.003549831,0.001317373
531.1069671,0.506663473,14.96125359,0.009120484,0.013606184,0.000960457,0.003674326,0.001369428
581.2186024,0.52091361,12.81151182,0.009011181,0.013172834,0.00107121,0.003778318,0.001411702
633.1622367,0.533606212,11.04906498,0.008882824,0.012724206,0.001177472,0.003863968,0.001445962
686.8980594,0.544972694,9.601737318,0.008745191,0.012278893,0.001278034,0.003933455,0.001473706
742.3879843,0.555212277,8.410163785,0.008605164,0.011849446,0.001372055,0.003988828,0.001496163
799.5952125,0.564495733,7.426362778,0.008467388,0.011443813,0.001459032,0.00403193,0.001514316
858.4844512,0.572968268,6.611327713,0.008334827,0.011066574,0.001538732,0.004064348,0.001528959
919.021719,0.580753144,5.933478018,0.00820923,0.010719877,0.001611145,0.004087437,0.001540738
981.1742007,0.587954521,5.367323024,0.008091472,0.010404113,0.001676437,0.004102394,0.001550174
1044.910271,0.594660049,4.892068835,0.007981784,0.010118419,0.001734905,0.004110245,0.001557691
1110.199763,0.60094301,4.490478276,0.007880072,0.009861334,0.001786924,0.004111888,0.001563631
1177.013115,0.60686413,4.148731272,0.007786105,0.0096311,0.001832903,0.004108208,0.001568278
1245.322127,0.612473925,3.855874465,0.007699487,0.009425687,0.001873274,0.004100012,0.001571866
1315.099497,0.617814551,3.6034956,0.007619667,0.009242829,0.001908495,0.00408801,0.001574573
1386.318702,0.622921868,3.384866424,0.007546033,0.009080224,0.001939038,0.004072803,0.001576536
1458.954286,0.627826177,3.194127835,0.007477952,0.008935675,0.001965363,0.004054864,0.001577877
1532.981497,0.632552262,3.026003957,0.007414864,0.008807159,0.001987913,0.004034656,0.001578714
1608.376508,0.637120213,2.876447672,0.007356229,0.008692802,0.002007119,0.004012537,0.001579145
1685.116364,0.641546376,2.742191813,0.00730155,0.008590939,0.002023382,0.00398878,0.001579236
1763.178622,0.645844131,2.620747425,0.007250349,0.008500009,0.002037061,0.003963627,0.001579037
1842.541616,0.650024634,2.510167855,0.00720222,0.008418596,0.002048465,0.003937379,0.001578584
1923.184384,0.654097478,2.409119632,0.007156801,0.008345381,0.002057863,0.003910358,0.001577885
2005.08657,0.65807135,2.316717847,0.007113753,0.008279188,0.0020655,0.003882818,0.001576949
2088.228331,0.661954154,2.231767574,0.007072769,0.008218975,0.002071599,0.003854964,0.001575787
2172.590768,0.66575219,2.152812144,0.007033677,0.008163998,0.002076376,0.00382698,0.001574423
2258.155326,0.669470027,2.078888091,0.006996377,0.008113715,0.002080017,0.003799022,0.001572883
2344.903883,0.673111947,2.009851342,0.006960702,0.008067521,0.00208269,0.003771193,0.001571193
2432.818926,0.676682314,1.945183856,0.00692648,0.008024859,0.002084526,0.003743575,0.001569369
2521.883769,0.680184627,1.884347872,0.006893538,0.007985212,0.002085635,0.00371623,0.001567435
2612.081482,0.683621974,1.826915044,0.006861697,0.007948051,0.002086112,0.003689231,0.001565403
2703.396277,0.686997073,1.772550272,0.00683083,0.007912983,0.002086053,0.003662624,0.001563277
2795.812364,0.690312557,1.721078043,0.006800837,0.007879711,0.002085531,0.003636432,0.001561051
2889.314929,0.693570651,1.672250146,0.006771651,0.007847987,0.002084587,0.003610729,0.001558741
2983.88891,0.696773537,1.625700455,0.006743179,0.007817544,0.002083249,0.003585565,0.001556377
3079.519977,0.69992286,1.581190909,0.006715322,0.00778818,0.002081557,0.003560906,0.001553979
3176.194528,0.70301998,1.538520909,0.006687959,0.007759712,0.002079568,0.003536639,0.001551541
3273.898718,0.706066585,1.498071187,0.006660963,0.007731888,0.002077351,0.003512686,0.001549042
3372.618944,0.70906498,1.459634298,0.006634295,0.007704553,0.002074963,0.003489075,0.001546468
3472.342576,0.712016977,1.422951467,0.006608037,0.00767773,0.002072422,0.003465921,0.001543809
3573.056984,0.71492414,1.387922933,0.006582231,0.00765141,0.002069735,0.003443318,0.001541061
3674.750507,0.717787951,1.354409819,0.006556802,0.007625423,0.002066922,0.003421259,0.001538216
3777.410274,0.720609975,1.322390341,0.006531618,0.007599562,0.002064001,0.003399671,0.001535273
3881.024867,0.723391405,1.291601766,0.006506643,0.007573782,0.00206098,0.003378525,0.001532251
3985.583599,0.726133107,1.261663856,0.006481866,0.007548121,0.00205786,0.003357751,0.001529203
4091.074325,0.728835244,1.232684874,0.006457244,0.007522549,0.002054654,0.003337284,0.001526154
4197.487087,0.731499052,1.204950162,0.006432729,0.00749702,0.002051379,0.003317059,0.001523085
4304.810954,0.73412589,1.178412355,0.006408315,0.007471525,0.002048051,0.003297055,0.00151996
4413.035482,0.73671691,1.152815488,0.00638401,0.007446031,0.002044664,0.003277326,0.001516757
4522.150712,0.73927273,1.128076712,0.006359817,0.007420461,0.0020412,0.003257972,0.001513472
4632.146927,0.741794256,1.104112274,0.006335774,0.007394798,0.002037656,0.003239094,0.001510116
4743.013927,0.744282104,1.080969373,0.0063119,0.00736908,0.002034038,0.003220683,0.001506716
4854.743696,0.746737182,1.058713032,0.006288205,0.007343354,0.002030354,0.003202703,0.001503271
4967.325303,0.749160394,1.03715173,0.006264658,0.007317625,0.002026609,0.003185082,0.001499768
5080.751462,0.751552111,1.016032717,0.006241225,0.007291887,0.002022824,0.003167739,0.001496206
5195.011971,0.753912416,0.995424319,0.006217836,0.007266054,0.00201903,0.003150588,0.001492616
5310.099299,0.756241925,0.975594714,0.006194436,0.007240046,0.002015241,0.003133584,0.001489028
5426.003975,0.758541875,0.956714051,0.006171002,0.007213818,0.002011446,0.003116739,0.00148543
5542.718954,0.760813665,0.938650552,0.006147566,0.007187397,0.002007621,0.003100114,0.00148179
5660.235491,0.763058406,0.921342412,0.006124115,0.007160792,0.002003735,0.003083704,0.001478084
5778.545815,0.765277045,0.904650259,0.006100616,0.007134004,0.001999771,0.003067456,0.001474318
5897.642395,0.767470159,0.888440747,0.006077076,0.007107051,0.001995736,0.003051366,0.001470489
6017.517701,0.769638407,0.872816527,0.00605351,0.007079949,0.001991658,0.003035413,0.001466603
6138.164448,0.771782447,0.857629398,0.006029897,0.00705269,0.001987563,0.003019541,0.001462669
6259.574861,0.773902691,0.84280823,0.006006239,0.007025267,0.001983451,0.00300376,0.001458693
6381.742868,0.775999344,0.828266465,0.00598256,0.006997704,0.001979301,0.002988113,0.001454688
6504.660455,0.778072531,0.814124237,0.005958903,0.0069701,0.0019751,0.002972606,0.001450662
6628.321548,0.780122991,0.800382579,0.00593527,0.006942436,0.001970851,0.002957254,0.001446605
6752.719347,0.782150974,0.787023864,0.005911689,0.006914717,0.001966567,0.002942095,0.001442527
6877.847049,0.784156848,0.773887095,0.005888155,0.006886924,0.001962259,0.002927128,0.001438441
7003.698584,0.786140696,0.761004627,0.005864622,0.006858991,0.001957933,0.00291232,0.001434358
7130.267393,0.788102724,0.748479422,0.005841037,0.006830842,0.001953583,0.002897649,0.001430265
7257.548131,0.790043632,0.736332013,0.005817367,0.006802415,0.001949198,0.002883122,0.001426161
7385.533512,0.791963626,0.724408397,0.005793638,0.006773767,0.001944774,0.002868735,0.001422041
7514.218679,0.79386287,0.712651771,0.005769921,0.006745082,0.001940316,0.002854445,0.001417918
7643.597801,0.795741406,0.701159891,0.005746255,0.006716425,0.001935823,0.002840263,0.001413789
7773.664078,0.797599769,0.690113742,0.005722651,0.006687759,0.001931286,0.002826258,0.001409644
7904.413623,0.799438782,0.679375917,0.005699115,0.006659082,0.001926688,0.002812459,0.001405489
8035.840121,0.801258486,0.66889684,0.005675685,0.006630446,0.001922022,0.002798902,0.001401325
8167.937499,0.803059787,0.658838516,0.005652312,0.006601773,0.001917292,0.002785558,0.001397116
8300.701871,0.804843015,0.649034484,0.005628968,0.006573043,0.00191251,0.002772383,0.001392844
8434.127408,0.806608499,0.639364715,0.005605629,0.006544267,0.001907679,0.002759312,0.001388509
8568.209009,0.808356486,0.630024782,0.005582235,0.006515433,0.001902804,0.002746233,0.001384104
8702.941572,0.810087469,0.620975803,0.005558769,0.006486508,0.001897889,0.002733141,0.001379629
8838.320969,0.811801696,0.611884097,0.005535301,0.006457529,0.001892935,0.002720138,0.00137511
8974.341856,0.81349855,0.60280127,0.005511893,0.006428551,0.001887947,0.002707289,0.001370559
